"id","job_title","company_name","location","job_url","salary_info","job_description","source_site","scraped_at"
11,"Software engineer","Sticker Mule","New York, NY","https://weworkremotely.com/remote-jobs/sticker-mule-software-engineer-1","$100,000 or more USD","About Sticker Mule
Sticker Mule, the Internet's favorite custom printer, is building the Internet's best commerce platform. We are privately-owned, which means no meddlesome investors, with 9-figures in annual revenue and great profitability. Our commerce platform (Stores) helped people earn $200k while in beta and now we are hiring to accelerate development.
 We offer
Remote work with flexible schedules
A privately owned, low-stress culture
A fun ""no bullshit"" work environment
Great compensation with rising wages.
 Compensation and benefits
Salary: $145K 
$20,000 signing bonus
4 weeks vacation + holidays based on your country of residence
 We like you to know
Go
TypeScript
GraphQL
Postgres
Redis
Docker
Kubernetes
Google Cloud Platform
Excellent communication skills (English)
Degree in Computer Science or equivalent practical experience
 What you will work on
You'll help us develop our new Stores platform that already helped sellers earn nearly $200,000 while in beta. Stores is supported by a suite of tools that help anyone succeed online including Give (our giveaway platform), Ship (our shipping platform, Notify (our forthcoming email/sms marketing platform), and more coming soon.
 We have an incredible roadmap and need your help to execute it quickly.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
12,"React/Node Fullstack Developer","CloudDevs","San Francisco","https://weworkremotely.com/remote-jobs/clouddevs-react-node-fullstack-developer-4",NULL,"Regions: LATAMs / Canada/ Europe

CloudDevs is helping world-class, venture-backed startups find talented JS/typescript developers. You will be employed by one of these startups and play an integral role in their early-stage growth.



Minimum qualifications:
Bachelor's degree in Computer Science or equivalent practical experience
7+ years of work experience as a software engineer or relevant experience
Strong and confident communicator in English
Strong problem solver
Comfortable with collaboration and open communication across distributed teams
 
Preferred qualifications:
Proven track record of shipping software and successfully released apps (please include names and links on your resume)
 5+ yrs of commercial experience using React or Vue or any JS framework on the front-end and a major framework like NodeJS/Rails/django/go/elixir/java/flask/laravel on the backend. 
Strong technical design and development skills
Experience with Continuous Integration
Proven work experience inside of a distributed team, in a remote environment
Strong attention to detail on every line of code, every unit test, and every commit message
Comfortable with rapid development cycles and tight schedules

What's In It For You?
Most of our clients offer remote work and competitive compensation with bonuses, stock options, and PTO
Apply once and get matched with multiple pre-vetted employers
 ","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
13,"Senior DevSecOps Engineer - 90% remote with Security Clearance","OMW Consulting","Washington DC","https://weworkremotely.com/remote-jobs/omw-consulting-senior-devsecops-engineer-90-remote-with-security-clearance",NULL,"Senior DevSecOps Engineer - Cleared We are seeking an experienced Senior DevSecOps Engineer to help drive the integration of security into modern DevOps practices. In this role, you will be responsible for designing, implementing, and managing secure, scalable, and highly available infrastructure. You will partner with development, operations, and security teams to streamline automation, enforce security best practices, and ensure compliance across the environment. Key Responsibilities: Design, implement, and maintain security controls within CI/CD pipelines. Build and manage infrastructure as code (IaC) with tools such as Terraform, CloudFormation, or equivalent. Administer and optimize cloud environments (AWS), ensuring scalability and high availability. Manage containerized applications with Docker, Kubernetes, and EKS. Develop and maintain automation scripts and tools using Python. Perform vulnerability management, security assessments, and incident response. Collaborate with software engineering teams to integrate security throughout the SDLC. Conduct compliance reviews, audits, and continuous monitoring. Provide technical guidance and mentorship to junior engineers. Required Skills & Experience: Bachelor's degree in Computer Science, Engineering, or related field, or equivalent professional experience. 5+ years of experience in DevSecOps, Cloud Security, or related roles. Strong hands-on experience with AWS architecture and services. Proficiency in GitLab for version control and CI/CD pipeline management. Expertise with Docker, Kubernetes, and EKS. Advanced scripting ability with Python. Solid knowledge of security best practices and risk management. Experience with IaC (Terraform, CloudFormation, etc.). Familiarity with monitoring and logging platforms (e.g., Prometheus, Grafana, ELK stack). Strong analytical, troubleshooting, and collaboration skills. Active TS/SCI clearance required. Preferred Qualifications: AWS certifications (e.g., DevOps Engineer, Solutions Architect). Experience with IL 6/7 environments.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
14,"Remote SR. EVMS MS PROJECT Scheduling Engineers with Security Clearance","Anonymous Employer","Colorado","https://weworkremotely.com/remote-jobs/anonymous-employer-remote-sr-evms-ms-project-scheduling-engineers-with-security-clearance",NULL,"This is a remote 4-6+ month contract with the ability to run past the period of performance.
All qualified resumes will be responded to in 24 hrs or less.
Salary and Rate are open DOE
Active DOD Secret preferred. Key Experience:
MS Project - (Server)
Lead Scheduler for DOD programs over 25 million
Perform schedule data analysis and create data export bridge files from MS Project to Deltek
Maintaining an IMS under an Earned Value Management System Description and industry standard EV guidance
Strong Stakeholder representation.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
15,"Full-Stack Engineer","DynamiCare Health","Boston, MA, USA","https://weworkremotely.com/remote-jobs/dynamicare-health-full-stack-engineer","$100,000 or more USD","Role Details & Compensation:
Annual salary range: $95,000–$115,000, plus equity
Unlimited PTO policy and a flexible work schedule
This position is 100% remote, and applicants must be located in the United States.
While the majority of your work will be performed during regular business hours, this role may occasionally require availability outside typical business hours.
Please note: DynamiCare Health does not currently offer medical benefits. While we plan to make this a benefit soon, it is not available at this time.
Remote - Full time
Must be physically located in the USA
Must be authorized to work in the USA with no sponsorship required
 About Us
DynamiCare Health is a digital therapeutics startup that helps people overcome addiction. In 8 peer-reviewed publications, DynamiCare increased quit rates for opioids, stimulants, alcohol, and tobacco by 2-4x compared to typical treatment. DynamiCare has won FDA Breakthrough Status and is already breaking into U.S. healthcare system reimbursement with partners that include the State of Rhode Island, Allegheny County of Pennsylvania, BCBS of Massachusetts, Horizon BCBSNJ, Spring Health, and Cityblock Health. 
We understand that recovery isn't one-size-fits-all, which is why our platform provides the flexibility and continuous support needed for sustainable behavior change. We're transforming addiction care and helping more people reclaim their lives from substance use disorders. Through the Digital Recovery Platform, DynamiCare is bringing proven therapeutic approaches into the digital age, making recovery support available whenever and wherever our members need it most.
 About the job
Working as a Full-Stack Engineer at DynamiCare, you'll join a fully remote Agile team to design, build, and maintain secure, evidence-based applications. Since we're a small business, you'll have the opportunity to wear many different hats related to DevOps, Security, and other engineering-related fields. 
As the primary developer at DynamiCare, you'll have ownership over the codebase, making this a huge opportunity for impact. There will also be room for growth in terms of leadership as the team expands, with potential to shape practices, mentor future developers, and take on greater responsibility in technical decision-making.
We are currently striving to expand our user base and increase retention rates, with a Series A funding round on the horizon. We use a Ruby on Rails application, which powers multiple subdomains and includes a REST API that supports our member-facing React Native mobile app, as well as an Analytics application utilizing ActionView, React, and Stimulus.
We believe DynamiCare is a great place to work. You'll collaborate in real time to make informed product decisions and play an active role in shaping the company's direction every day. We value your time and mental well-being, and we offer flexibility in working hours and time off. While there may be times when you need to jump in to resolve a critical bug, we strive to stay calm, focus on the root cause, and improve our workflows rather than place blame.
Here are some examples of the work you might be doing at DynamiCare:
Monitoring and responding to mobile and server package vulnerabilities, applying patches promptly, and evaluating whether they pose any risk to our users.
Refactor Rails models to enhance feature development and data processing efficiency.
Improve our appointment tracking features to include recurring appointments.
Maintaining a probability engine used to schedule substance tests, ensuring functionality by writing a comprehensive suite of unit and integration tests.
Building new serializers in Rails to help export data in XLSX or CSV format so that our team has insights on key metrics.
Creating and maintaining new background jobs to improve the scalability and performance of our application.
Ensuring data security, privacy, and compliance with HIPAA.
 About you
We’re seeking a candidate with a passion for technology and a motivation to make the world a better place.
Your primary responsibilities will include full-stack development, DevOps, and maintaining strong data security across our platform. You should have at least three years of experience with our core frameworks: Ruby on Rails and React Native. Experience deploying and managing applications using CircleCI, Aptible, and AWS is especially valuable.
Experience working within the confines of HIPAA and 42 CFR Part 2 is a strong plus, given the sensitive nature of our work. We’re also looking for someone familiar with Agile development, particularly Scrum and sprint-based workflows. Proficiency with collaboration and project management tools like Asana, Confluence, and Jira is important for staying aligned with the team.
Even though you’re experienced, we don’t expect you to hit the ground running on day one. We value thoughtful onboarding and provide you with the time and support needed to learn our systems and processes. Strong communication is essential here, whether you're debugging code, collaborating with designers, or explaining technical concepts to non-technical teammates. 
We also foster a collaborative environment where every voice is heard, and respectful dialogue and constructive feedback are encouraged. Our shared goal is to build a product that helps people recover from addiction, and we believe that happens best when everyone works together with openness and clarity.
A Computer Science degree or equivalent is not required for this position. If you have the chops and the skills needed to do the job well, that’s all that matters.
While you’ll report to our Director of IT & Engineering, we strongly believe in autonomy here at DynamiCare. It’s vital that you know how to manage your time, and we trust that you will as well. Investing the time and effort here will help advance your career and expose you to new and exciting challenges.
This position is remote and operates on Eastern Time. You’re free to work wherever you succeed the most: whether it be at home or in a coffee shop. We are hiring from anywhere in the United States.
 Tech Stack
Mobile
React Native using Expo
SDK Integrations
Server 
Ruby on Rails
AWS
S3
QuickSight
Aptible
PostgreSQL
Data Security
HIPAA Compliance
DevOps
GitHub
CircleCI
Docker
Datadog
Sentry
 How to apply
Please submit your application with a resume, a GitHub link, and a cover letter that tells us who you are and what you can offer to DynamiCare, as well as our company’s role in your career and future.
Interview Process
We aim to make a hiring decision by August 31, 2025. All interviews will be conducted over Zoom. The process includes four stages:
Initial Screening – A brief call to learn more about your background and interest in the role.
Interview with Direct Manager – A deeper discussion about your experience and technical alignment with the team.
Interview with CEO and Head of Product Design – Focused on company vision, product thinking, and cross-functional collaboration.
Coding Challenge – A live technical exercise to evaluate your problem-solving skills and coding approach.
We value your time and strive to keep the process efficient, respectful, and transparent. You can expect each interview stage to be scheduled approximately 24–48 hours apart during business days.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
16,"ElasticSearch Engineer III (Remote)","CrowdStrike, Inc.","Texas","https://weworkremotely.com/remote-jobs/crowdstrike-inc-elasticsearch-engineer-iii-remote",NULL,"About the Role:
CrowdStrike is looking to hire an experienced Engineer to the Data Services team to help us take our database systems to the next level. We're looking for a highly-technical, hands-on engineer, who loves to work with data plane services like Cassandra, ElasticSearch/Opensearch, Kafka, Redis, Valkey, MySQL, PostgreSQL and is comfortable building automation around large-scale cloud-based critical systems. We'll be looking at candidate CVs with an eye on achievement what you've accomplished in the past tells us the most about what you can do for us in the future.
Focus area: OpenSearch and ElasticSearch
What You'll Do:
Maintain a deep understanding of the data components - including Cassandra, ElasticSearch/OpenSearch, Kafka, Zookeeper, MySQL and PostgreSQL, Redis, Valkey, Memcache, Pulsar, SQS and use that understanding to operate and automate properly configured clusters.
Understanding of operating databases in kubernetes and managing container images.
Develop infrastructure services to support the CrowdStrike engineering team's pursuit of a full devops model.
Work closely with Engineering and Customer Support to troubleshoot time-sensitive production issues, regardless of when they happen.
Keep petabytes of critical business data safe, secure, and available.
What You'll Need:
Configuration management (Chef)
Scripting in Python and bash
Experience with large scale datastores using technologies like Cassandra, ElasticSearch/Opensearch, Kafka, Zookeeper,MySQL, PostgreSQL, Redis, Valkey, Memcache, Pulsar, SQS
Experience with large-scale, business-critical Linux environments
Experience operating within the cloud, preferably Amazon Web Services, GCP and OCI
Proven ability to work effectively with both local and remote teams
Track record of making great decisions, particularly when it matters most
Excellent communication skills, both verbal and written
A combination of confidence and independence with the prudence to know when to ask for help from the rest of the team
Bachelor's degree in an applicable field, such as CS, CIS or Engineering","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
17,"Software Engineer - React - FS Poly - 7+ yrs (Partial Remote) with Security Clearance","Halogen Engineering Group, Inc","Maryland","https://weworkremotely.com/remote-jobs/halogen-engineering-group-inc-software-engineer-react-fs-poly-7-yrs-partial-2",NULL,"Software Engineer- Javascript Frameworks - FS Poly Required - 7+ yrs of Experience (Partial Telework) Halogen Engineering is looking for a Software Engineer who has skills and technical experience with Javascript frameworks. Location: Annapolis Junction, MD/Hybrid Travel Required: No Shift: Day Remote Type: Hybrid (Up to 16 hours of telework per week, however telework hours will depend on tasking) Security Clearance: Current TS/SCI Polygraph: Required Salary Range The projected compensation range for this position is 172K to 206K (annualized USD). Salary is determined by various factors, including but not limited to location, the individual's particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. Required Skills Developing applications using AngularJS / React / Vue (other JS frameworks)
Developing Java Web or NodeJS applications
Experience using and implementing CSS
Developing or integrating with RESTful Services Desired Skills Experience working with querying or building relational or non-relational databases (i.e., MongoDB, ElasticSearch, PostgreSQL).
Experience building user-facing web applications in JavaScript frameworks using React, Vite, Redux
Experience with Docker
Experience using and implementing SCSS and Tailwind CSS
Experience using web sockets
Experience with AWS
Experience with generating technical documentation
Experience working in an Agile software development environment
Developing applications that are 508 compliant
Experience managing software code using GitLab (specifically GitLab CI/CD)
Experience with Jira and Confluence Qualifications A Master's degree with five (5) years of system engineering experience OR a Bachelor's degree with seven (7) years of systems engineering experience in a Qualified Engineering Field (Aeronautics, Biomedical, Chemical, Civil, Computer, Electrical, Environmental, Mechanical, Nuclear, Software, Systems, and Engineering Management) or a related discipline (Chemistry, Computer Science, Information Systems, Mathematics, and Physics) from an accredited college or university OR a High School Diploma or GED with nine (9) years of systems engineering experience. CareFirst Insurance Medical Plans Three available medical plans-2 Platinum PPO Plans ($0 Deductible) and 1 HSA Plan ($1500 deductible) Halogen pays 100% Medical Premium Costs up to $25,000 CareFirst Wellness Rewards Program Dental Plan Halogen pays 50% of the plan costs Vision Plan Halogen pays 100% of the plan costs 401K Retirement Plan 10% contribution paid by the company, automatically vested and paid in each pay period. Life Insurance, AD&D, Short and Long Term Disability Coverage Paid Time Off 20 Paid Time Off Days
6 Federal Holidays
5 Floating Holidays Bonuses Based on performance and billable hours Halogen Engineering Group does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
18,"Software Engineer -FS Poly- UI Dev- 20+ yrs exp (PARTIAL REMOTE) with Security Clearance","Halogen Engineering Group, Inc","Maryland","https://weworkremotely.com/remote-jobs/halogen-engineering-group-inc-software-engineer-fs-poly-ui-dev-20-yrs-exp-partial-remote-1",NULL,"Software Engineer - UI Developer - 20+ yrs of Experience - PARTAIL REMORE - TS/SCI w/Poly Required Halogen Engineering Group is looking for a Software Engineer that is an experienced UI Developer. Location: Columbia, MD Travel Required: No Shift: Day Remote Type: Onsite Security Clearance: Current TS/SCI Polygraph: Required Salary Range The projected compensation range for this position is 241K to 289K (annualized USD). Salary is determined by various factors, including but not limited to location, the individual's particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. Requirements Analyze user requirements to derive software design and performance requirements Debug existing software and correct defects Provide recommendations for improving documentation and software development process standard Design and code new software or modify existing software to add new features Integrate existing software into new or modified system or operating environment Develop simple data queries for existing or proposed databases or data repositories Write or review software and system documentation Serve as team lead at the level appropriate to the software development process being used on any particular project Capabilities • Analyze user requirements to derive software design and performance requirements • Debug existing software and correct defects • Provide recommendations for improving documentation and software development process standard • Design and code new software or modify existing software to add new features • Integrate existing software into new or modified system or operating environment • Develop simple data queries for existing or proposed databases or data repositories • Write or review software and system documentation • Serve as team lead at the level appropriate to the software development process being used on any particular project • Design or implement complex database or data repository interfaces/queries • Develop or implement algorithms to meet or exceed system performance and functional standards • Assist with developing and executing test procedures for software component • Develop software solutions by analyzing system performance standards, confer with users or system engineers; analyze systems flow, data usage and work processes; and investigate problem areas • Modify existing software to correct errors, to adapt to new hardware, or to improve its performance • Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design • Design or implement complex algorithms requiring adherence to strict timing, system resource, or interface constraints; Perform quality control on team products • Implement recommendations for improving documentation and software development process standards • Oversee one or more software development teams and ensure the work is completed in accordance with the constraint of the software development process being used on any particular project • Confer with system engineers and hardware engineers to derive software requirements and to obtain information on project limitations and capabilities, performance requirements and interfaces • Coordinate software system installation and monitor equipment functioning to ensure operational specifications are met • Recommend new technologies and processes for complex software projects • Serve as the technical lead of multiple software development teams • Select the software development process in coordination with the customer and system engineering • Ensure quality control of all developed and modified software • Delegate programming and testing responsibilities to one or more team and monitor their performance Qualifications A Bachelor's degree in computer science or related discipline from an accredited college or university, plus twenty (20) years of experience as a SWE, in programs and contracts of similar scope, type, and complexity OR
Twenty four (24) years of experience as a SWE, in programs and contracts of similar scope, type, and complexity. Benefits CareFirst Insurance Medical Plans Three available medical plans-2 Platinum PPO Plans ($0 Deductible) and 1 HSA Plan ($1500 deductible)
Halogen pays 100% Medical Premium Costs up to $25,000
CareFirst Wellness Rewards Program
Dental Plan Halogen pays 50% of the plan costs
Vision Plan Halogen pays 100% of the plan costs
401K Retirement Plan 10% contribution paid by the company, automatically vested and paid in each pay period. Life Insurance, AD&D, Short and Long Term Disability Coverage Paid Time Off 20 Paid Time Off Days 6 Federal Holidays 5 Floating Holidays Bonuses Based on performance and billable hours Halogen Engineering Group does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
19,"Software Enginee - FS Poly - Back End - 20+ yrs (Partial Remote) with Security Clearance","Halogen Engineering Group, Inc","Maryland","https://weworkremotely.com/remote-jobs/halogen-engineering-group-inc-software-enginee-fs-poly-back-end-20-yrs-2",NULL,"Job Description Software Engineer - Back End - 20+ yrs of Experience (PARTIAL TELEWORK) - TS/SCI w/Poly clearance is required Halogen Engineering Group is looking for a Software Engineer with back end experience. Location: Annapolis Junction, MD/Hybrid Travel Required: No
Shift: Day
Remote Type: Hybrid (Telework hours will depend on tasking)
Security Clearance: Current TS/SCI
Polygraph: Required Salary Range The projected compensation range for this position is 241K to 289K (annualized USD). Salary is determined by various factors, including but not limited to location, the individual's particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. Requirements Qualifications REQUIRED QUALIFICATIONS:
JPA / Hibernate Database Development Experience
RESTful Services
Java Message Service (JMS)
Mongo DB
Relational databases such as PostgreSQL or CockRoachDB
Data modeling using relational databases for Spring
Spring Boot
Swagger to create RESTful APIs
Linux CLI tools
Parse and transform JSON DESIRED QUALIFICATIONS:
Full Stack experience
AWS and Kubernetes
Gitlab CI/CD and Docker
Elasticsearch A Master's degree with eighteen (18) years of system engineering experience OR a Bachelor's degree with twenty (20) years of systems engineering experience in a Qualified Engineering Field (Aeronautics, Biomedical, Chemical, Civil, Computer, Electrical, Environmental, Mechanical, Nuclear, Software, Systems, and Engineering Management) or a related discipline (Chemistry, Computer Science, Information Systems, Mathematics, and Physics) from an accredited college or university OR a High School Diploma or GED with twenty four (24) years of systems engineering experience. Benefits CareFirst Insurance

Medical Plans Three available medical plans-2 Platinum PPO Plans ($0 Deductible) and 1 HSA Plan ($1500 deductible)
Halogen pays 100% Medical Premium Costs up to $25,000
CareFirst Wellness Rewards Program
Dental Plan Halogen pays 50% of the plan costs
Vision Plan Halogen pays 100% of the plan costs
401K Retirement Plan 10% contribution paid by the company, automatically vested and paid in each pay period. Life Insurance, AD&D, Short and Long Term Disability Coverage Paid Time Off 20 Paid Time Off Days 6 Federal Holidays 5 Floating Holidays Bonuses Based on performance and billable hours Halogen Engineering Group does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
20,"Software Engineer - (Hybrid-Remote) - McLean, VA; position requi with Security Clearance","Synertex LLC","Virginia","https://weworkremotely.com/remote-jobs/synertex-llc-software-engineer-hybrid-remote-mclean-va-position-requi-with-security-clearance",NULL,"Synertex LLC is seeking a Software Engineer to support a U.S. Federal Government Agency in McLean, VA / Pentagon. We are expanding work on a current contract and need a Software Engineer with experience in both front and back-end development to provide innovative solutions to the client's most pressing requirements. Additionally, the Software Developer will have a keen understanding of open-source data development tools and processes. This is a hybrid remote position with some on-site requirements that require a candidate to be within reasonable commutable distance to McLean, VA and/or the Pentagon. Join our team of data visualization experts to focus on delivering practical and efficient solutions in support of our client's incredibly important mission. Benefits include competitive PTO, 11 Paid Government Holidays, a 401k with 6% match, and a comprehensive list of health care options. Clearance required: US citizen willing to obtain a TS/SCI Clearance and pass a polygraph. RESPONSIBILITIES: Work within a team environment to develop a software-based platform that will facilitate rapid decision making and increased situational awareness across a variety of users, disciplines, and geographic locations. Build robust, maintainable, well documented, and well tested enterprise-level applications. Communicate effectively both verbally and in writing with the customer and other team members. Including managers, data scientists, DevOps engineers, and other senior and junior/midlevel developers. Work on developing / integrating / operationalizing full-stack advanced analytic web applications through the Authority to Operate (ATO) process on classified networks. REQUIREMENTS: 6-10 years of experience. Experience and knowledge of web application development using Python and Django. Experience using Docker / Docker Compose. Knowledge and experience of classified government networks and Amazon Web Services (AWS) including RDS Aurora, and ECS / EKS, VPC, ALB Linux / UNIX Familiarity with Government ATO application compliance, approval, and deployment.","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
21,"Senior Test Engineer - Cloud - REMOTE with Security Clearance","ASD, Inc.","Washington DC","https://weworkremotely.com/remote-jobs/asd-inc-senior-test-engineer-cloud-remote-with-security-clearance-1",NULL,"Test Engineer Sr Advisor Department of Corrections OSSD ASD has an opportunity for a dynamic and collaborative senior test engineer to join our team that is working on highly visible web application for a government client. We are looking for energetic individuals who want to enhance their professional career in a fast-paced federal environment at doing cutting edge work. The main responsibilities include but not limited to: Design, develop, and execute comprehensive test plans and test cases for web application features Identify, document, and track bugs and issues using bug tracking systems Verify bug fixes and perform regression testing to ensure stability
Test Automation Develop and maintain automated test scripts using Python-based testing frameworks (pytest, unittest) Build React component testing using Jest and React Testing Library Build and enhance automated test suites for CI/CD pipelines running on AWS infrastructure Perform API testing for Python backend services using tools like pytest and requests Implement performance and load testing scenarios for cloud-deployed applications Test CDN performance and caching behavior with Cloudflare integration
Collaboration & Communication - Provide clear and actionable feedback on product quality and user experience Technical Skills
• 10+ years of experience in software quality assurance, preferably with Python backend and React frontend applications
• Strong knowledge of React components, hooks, and frontend testing patterns
• Experience with Python testing frameworks (pytest, unittest, requests for API testing)
• Proficiency in JavaScript/TypeScript for React component testing and end-to-end testing
• Experience with testing frameworks: Jest, React Testing Library, Cypress, Selenium
• Understanding of RESTful APIs and Python web frameworks (Django, Flask, FastAPI)
• Knowledge of AWS services and cloud testing strategies (EC2, S3, Lambda, RDS, CloudFormation)
• Experience with CDN testing and performance optimization (Cloudflare experience preferred)
• Understanding of SQL and database testing concepts
• Experience with version control systems (Git)
Testing Expertise
• Solid understanding of software testing methodologies and best practices
• Experience with both black-box and white-box testing techniques
• Knowledge of different testing types (functional, regression, integration, performance)
• Familiarity with browser developer tools and debugging techniques
• Experience with mobile and responsive web testing
Soft Skills
• Strong analytical and problem-solving abilities
• Effective written and verbal communication skills
• Ability to work independently and manage multiple priorities Preferred Qualifications
• Bachelor's degree in Computer Science, Engineering, or related field
• Experience with AWS cloud services (EC2, S3, Lambda, RDS, CloudWatch, API Gateway)
• Knowledge of Cloudflare features and CDN performance testing
• Experience with Infrastructure as Code (CloudFormation, Terraform)
• Familiarity with containerization technologies (Docker, Kubernetes on AWS EKS)
• Knowledge of Python web frameworks (Django, Flask, FastAPI)
• Experience with React state management (Redux, Context API)
• Understanding of Agile/Scrum methodologies
• Previous experience in a startup or fast-paced environment
Tools & Technologies We Use
• Frontend: React, TypeScript/JavaScript, Jest, React Testing Library
• Backend: Python, pytest, unittest, requests
• End-to-End Testing: Cypress, Selenium
• Cloud Infrastructure: AWS (EC2, S3, Lambda, RDS, CloudWatch, API Gateway)
• CDN & Performance: Cloudflare
• CI/CD: AWS CodePipeline, GitHub Actions, or Jenkins
• Bug tracking: Jira, Linear, or similar
• API testing: Postman, pytest, requests
• Performance testing: JMeter, LoadRunner, AWS Load Testing
• Databases: PostgreSQL, MySQL, DynamoDB
• Version Control: Git, GitHub/GitLab Location: Remote with some travel","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
22,"Senior Software Engineer - BRAZIL","Commure/Athelas","Mountain View, CA","https://weworkremotely.com/remote-jobs/commure-athelas-senior-software-engineer-brazil",NULL,"About the Role
This role will focus on driving the design and implementation of general software that empowers our operations teams to better serve our healthcare providers, thus giving them more time to focus on patients and deliver better services. We are looking for someone with a minimum of two years of software engineering experience.

What You’ll Do
Build end-to-end products to to scale and empower our operations teams
Be a part of a tremendously fast-paced team that celebrates fast execution and decision
Work across the entire software stack
Work with a stack that includes Python, Vue, React Native, Flask, and other frameworks

What You Have
At least five years of production software engineering experience
Expert in Python
Able to work on both frontend (JavaScript, TypeScript, React) and backend (Python) in general and deliver product end-to-end
Basic understanding of cloud solutions (GCP, Docker, Kubernetes)
Familiarity with modern software development methodologies and cycles
Understand standard web-based technologies, such as restful standards and relational databases (eg, PostgreSQL)
Have a strong product engineering sense with a can-do builder attitude
Able to identify opportunities to improve the current process
Strong proficiency in the English language, including the ability to articulate ideas clearly and concisely in both verbal and written formats.

Bonus Points If You Have
Having worked on greenfield projects before, build and ship products from scratch
Worked in the healthcare industry before
Experience working in a fast pace environment (we ship fast)
Remote work experience
Familiarity with BI software
The first stage will be a basic take-home assessment. Once we review the submission and the feedback is positive, we will contact you to schedule the first interview.
 Note: You will not be eligible for benefits as an international contractor at this time.
 Why you’ll love working at Commure + Athelas:
Highly Driven Team: We work hard and fast for exceptional results, knowing we’re doing mission-driven work to transform the country’s largest sector. 
Strong Backing: We are backed by top investors including General Catalyst, Sequoia, Y Combinator, Lux, Human Capital, 8VC, Greenoaks Capital and Elad Gil. 
Incredible Growth: Prior to our merger, Commure and Athelas had independently grown more than 500% YoY for three consecutive years. We’ve achieved Series D funding, have an industry-leading runway, and continue to scale rapidly. ","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
23,"Sr. Full Stack Software Engineer (React Native)","Meo Health","Canada","https://weworkremotely.com/remote-jobs/meo-health-sr-full-stack-software-engineer-react-native","$75,000 - $99,999 USD","We’re hiring a self-starting Full-Stack Engineer with 7+ years of experience in React Native, Node.js, and JavaScript — or the ability to quickly ramp up on these technologies. You’ll join a small, fast-moving team working directly with our Head of Engineering. No micromanagement here — just clear sprint goals every two weeks. 
 What you’ll do:
Tackle complex technical challenges, including applying AI to solve real-world problems
Contribute as an individual contributor across the stack — front end and back end
Leverage AI tools to automate workflows and ship high-quality, production-ready code quickly
Collaborate in a lean, startup environment with autonomy and ownership
 What we’re looking for:
Strong problem-solving skills and a passion for coding
Solid full-stack experience (React Native, Node.js, JavaScript)
Background in Series A+ or later-stage venture-backed startups
Experience (or excitement to learn) working with LLM-based features (voice agent) — a strong plus
You love mission driven companies and care about saving lives with a digital health app changing the world. 
Candidate must be based in Canada. Open to europe but salary compensation will be affected. 
Large equity package (between 1 to 5% of the company) in addition to base salary. 
   ","WeWorkRemotely","2025-08-20 20:46:23.371674+05:30"
